V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
343551648.397268,404458440.135336,458185310.140659,538010821.953754,610397251.337585,687117864.734884,771793673.761382,853896206.973927,943213584.700922,1028154559.37943,1134465387.6064,1221926540.79893,1333854044.95438,1444018664.65463,1549323389.31621,1649506413.99825,1766565822.38327,1886847935.65487,2014353123.5967,2126870475.19318
368730381.246565,428314735.237033,484285899.435662,565923444.781486,638975623.039194,718957248.034006,807601751.711709,891473482.60136,980529080.210286,1071731939.85045,1174836629.95073,1261094911.89119,1369384766.97931,1472116932.29121,1585724551.45664,1687418835.55246,1804056456.38991,1925828094.30702,2042831843.08687,2158756540.05676
342887865.274403,403025704.981961,458337514.507887,536580211.270908,608401215.282093,688316082.262787,772558626.303513,855460791.453069,946543165.918127,1036530933.53311,1140546285.4498,1227990184.11759,1336656006.74007,1441492884.85956,1549058453.72585,1655549184.83396,1768020841.8395,1891327941.71009,2016713224.70222,2123714021.83631
386135925.240655,451494201.566445,506340011.343171,584724985.91486,662256307.191357,740339208.194626,827355289.265583,907483480.379932,996763843.529007,1084648921.83217,1188334780.13038,1277709553.01653,1385817286.55847,1497384268.77034,1607894257.31675,1711103834.63618,1815909517.63646,1939270840.467,2071509850.71547,2189160795.55911
344424687.897335,406111409.02756,462932006.103744,542543101.599531,613952992.349578,692286487.571047,776494497.366187,856513639.455091,945726445.615819,1034037209.2294,1141047854.58783,1228166379.27285,1335934595.17078,1440169096.73078,1547007885.28072,1647482742.62844,1761088919.72469,1880628320.02579,2008940699.44205,2122978338.14911
378273746.134346,436036242.263703,494400207.206693,567964646.688132,638754794.509903,721450335.703055,805462638.45284,886870982.612825,971822563.297696,1068046844.74221,1168299877.96223,1254045155.34405,1369591645.74561,1468834040.51709,1576533340.07824,1683617765.16002,1784987039.15199,1912608411.6188,2035480804.36649,2131248676.19862
400899547.842763,464659722.475962,521287782.048468,604252404.628971,680439482.276117,760546064.008025,845938816.889365,932326313.611457,1026213930.194,1121537404.8747,1231554579.55243,1323384419.21564,1434887919.66626,1549076152.32668,1662045577.7684,1757673360.37984,1872145636.1142,2008659965.29174,2135037779.9562,2251510779.46978
363030241.91898,426091265.26273,481651571.453298,562278257.268836,633659276.666474,712188491.070691,800456573.863645,879474362.167939,969664081.802108,1063847665.43033,1164447419.27315,1252454418.75843,1362942851.3635,1469288753.33164,1569390122.28756,1664113895.23374,1778603162.54227,1898857436.19089,2026500760.42972,2138077908.21787
391497722.139907,451949794.118504,511971310.6985,596178831.851405,672948807.887644,753218772.177252,842460689.992241,926644890.369918,1017806604.96544,1107295992.70392,1218490226.81071,1304947749.88103,1416622849.54693,1519526115.36574,1627564135.52934,1737001192.58627,1859878212.34632,1979788758.65994,2113842194.26146,2220329983.92549
342188801.338004,401621991.030691,457105962.213856,536912899.980592,606878984.143519,686576923.994097,767605479.404696,847798102.171651,937191396.938395,1028424912.28512,1130628834.43786,1217213853.48206,1325243443.59261,1429478871.5123,1536506345.50243,1641501164.81464,1754267910.39388,1876460260.02527,1999996709.23317,2109539126.35182
520750143.112153,597226371.4219,664341701.912657,750991395.306578,824813913.504946,909904701.58514,1001938170.9044,1105400185.31752,1212787862.05727,1319106118.874,1436992467.77377,1542067505.60011,1648879351.04594,1765403500.14624,1882655615.10072,1995223388.22796,2114903882.83449,2226274072.11795,2362732873.53139,2463262192.27236
365752207.938501,428701117.92885,485415770.221763,567622202.021136,642015849.437617,721820339.235101,811594944.071875,894173030.894062,987539926.8368,1076525771.45352,1182160166.97143,1269796454.92647,1385973915.6101,1493036762.67381,1600870472.22268,1699553479.40854,1804722746.25276,1934914020.09777,2064291921.91242,2177615119.54571
344205424.722498,405595813.30116,463491521.780929,540124939.339557,612344591.070883,692844687.739023,775340070.162233,854195747.319303,941411306.682828,1030373674.00599,1138726202.74074,1226394262.65387,1338227772.03864,1443737947.63572,1550912163.14063,1655958670.43259,1768001667.92186,1892335883.49581,2016653040.12562,2125409430.79934
342442578.324233,403425935.104694,460182818.735098,538871884.348366,610131582.3649,687560436.239938,771020987.22701,853449313.491557,942728753.043416,1028807799.81516,1132467807.18434,1221979166.0561,1333309207.08668,1436662898.41803,1540530841.64068,1642633864.99183,1757464618.09607,1883748938.37619,2003430583.576,2112910993.54734
381100236.725698,445297732.857986,504483304.333451,583184753.878426,651281512.872713,733507706.908589,819447017.720275,895484974.143511,990714209.023075,1082074907.15222,1196800237.47871,1290486556.514,1404894648.42847,1510626522.29129,1624990190.2903,1724759869.47778,1831283805.53537,1951687439.1588,2087371151.98243,2207713153.58544
360824440.572322,422149440.431113,478319770.738638,559782541.212625,629786535.4574,712032735.56938,794546161.068242,877559427.837362,963432996.561363,1053237298.29636,1159319483.6888,1247155730.46184,1358621158.27894,1463997481.96644,1575717900.66224,1677524745.71383,1788980321.16757,1908862126.95917,2033562316.62943,2145211300.60424
372824405.573307,436769096.924911,497647074.529043,575810239.157302,651292699.587385,731833061.373506,817953162.81211,901733236.989719,997327772.236806,1086589946.94789,1197798657.73292,1285731798.50099,1393617882.87795,1500623388.33763,1609585775.1948,1712619701.7377,1822651526.76923,1935419268.5963,2053284991.17951,2157141572.10857
475488135.523406,548890806.133455,613464532.389997,697595271.922811,769700083.704116,845650155.281576,941504682.480859,1030817680.54974,1130571122.64979,1215625281.19837,1324929114.05483,1428446904.40404,1554943186.79468,1664603544.19909,1787632491.91379,1891306096.46307,2014635772.18155,2134061263.8378,2256739639.22199,2356341639.05759
471782862.923525,543215282.213673,599549375.92749,691239785.259179,763919973.871129,851456300.777059,934569808.671153,1027749772.70977,1124941892.62749,1208358520.33029,1326341543.9464,1428749575.43324,1549526975.12211,1676987735.88685,1791167765.88662,1897089652.24455,2012111807.72622,2139942962.59458,2275660243.14592,2382151271.262
344154423.766263,405263617.608649,461554328.384333,540143497.640615,611792263.93536,690496515.841194,774186962.008572,854566620.776859,945652394.576713,1035478608.79944,1140544305.32232,1228780255.14733,1342900257.99657,1452650232.87131,1561051342.27926,1665560703.31178,1780814255.89743,1907631146.18133,2031868304.57635,2144396151.3227
360048307.173375,419802848.87737,476430752.604585,551977345.206055,624225664.334066,699506362.925561,779759760.874306,863918632.93123,953575315.668931,1040345741.86365,1147780723.99661,1240945488.64967,1346855998.88453,1455162395.33382,1559309292.5388,1664832850.68685,1767639004.2658,1893442615.01325,2003580104.76177,2120186667.93402
377979833.485868,439962007.044108,499964046.934977,581967961.153718,654161055.940482,736223742.088608,822965078.778953,905952695.311977,995338659.203383,1087680866.91348,1193857548.42851,1286931267.23411,1400077459.66392,1509626905.49541,1616050429.6759,1724188583.07529,1835218024.31779,1962384115.97707,2091102162.29439,2202967034.76487
489659113.732433,554065924.142471,623143080.442375,706296212.142277,783976054.398811,864089327.763807,951476586.225922,1041154623.21563,1132774397.2583,1242687153.23118,1358119407.94295,1439006610.75747,1541608933.25165,1653904546.18562,1782808542.18185,1901794979.96415,2018506768.13054,2135553519.82071,2276704282.59114,2394494541.74772
384843966.96563,448665020.013704,502314907.669502,576340532.646209,642375038.22099,726529779.770685,815957790.639041,901784566.219109,987900995.033587,1067616696.96948,1167437628.25253,1245053038.16132,1355521200.90351,1457575179.97469,1566018698.25236,1654389121.72545,1768208622.04204,1873807413.03937,1976861076.33358,2062596726.15417
341493025.604033,403454819.614124,457277827.988485,535651570.921301,608911606.389902,684715563.317289,768963641.741931,849319937.21966,937047471.927125,1026395222.27065,1129476143.08029,1213413910.41603,1327984655.37469,1434620503.85644,1541147352.37635,1639816054.48508,1752893206.10986,1868396911.77052,1993635671.63027,2100305179.81873
410152125.782529,475974510.709332,531662478.358772,616979772.250627,697324987.160991,775165373.759052,865695887.088145,947144389.501379,1034980227.17071,1120682038.50918,1222860432.68499,1317633647.10133,1415869171.08613,1525178504.427,1627012772.96585,1728601673.23241,1842158716.0669,1955709414.91949,2096911801.80594,2202475816.48757
412154471.284737,477766210.309956,535920431.201312,616523646.25347,688479191.395563,766137156.704498,853481709.293333,935159911.652089,1026181504.92568,1118957017.88392,1217732446.14956,1311616840.08582,1425302357.95078,1533822839.11304,1633515547.32676,1737605424.1277,1851040877.36429,1969635947.28475,2074901508.47569,2202641305.19728
453532550.427771,519124525.515879,576559308.646219,655312417.477657,722682584.567845,794835575.268198,871453198.034668,963402384.266055,1057284320.35197,1148547553.15371,1243039428.65155,1322855401.9883,1439964711.83816,1539893685.21262,1658116783.99164,1761975885.72469,1871495786.18799,1988120327.46462,2115035611.59992,2201983475.48767
494569208.890544,561881939.027408,623068369.148961,707446645.838728,792505021.294891,885596363.33779,982920547.447106,1074347916.68129,1161340425.18955,1266822091.04008,1392698753.91985,1493571810.6509,1612618809.86062,1726017490.68259,1835681501.13955,1959730417.46825,2064540649.91631,2194667986.31851,2333529283.29032,2477108777.36885
408671502.052037,475511511.501323,534019251.095376,611895895.123202,688876282.859768,768667269.113722,856786462.494389,947195847.417514,1043429662.54651,1142407091.22196,1250839052.99797,1345540623.00745,1469978410.37876,1589535681.99367,1702240008.50341,1818076424.75403,1938052440.88186,2056854442.62929,2188843862.80515,2314233258.04146
376800339.799281,439458031.934053,494178399.060953,575534670.392256,649588782.630476,727882375.85582,811262499.218425,894506049.6905,986699409.719515,1081482018.05805,1188313047.16893,1277958380.40463,1393815395.96425,1496876057.7102,1608151346.06447,1710204564.73097,1819541238.01595,1935437561.52862,2062398478.69561,2164527750.68371
343915000.374767,405296960.003334,461484126.495387,538059402.159801,611681015.731777,688544756.590216,771896972.542855,852287255.663687,939762001.778274,1030384531.40348,1131407216.46749,1218937072.37986,1329710074.37896,1432624189.66157,1540767074.12366,1644930891.72426,1761078202.30925,1884277438.85352,2011957894.91301,2128974900.73701
451347035.353635,518643850.459542,575336420.786039,657552143.855528,736222508.100688,816322019.955363,901050930.921743,979492469.161197,1078293378.42659,1179243992.53303,1283672684.98682,1379085508.9344,1495734598.36293,1617777055.7261,1739451979.15869,1858698543.33938,1991353429.37682,2122462379.93027,2265428040.4113,2395195874.97884
341744274.346437,401968676.784373,457237263.182635,534276184.963581,606694116.454103,682741257.832519,767047567.170227,849922959.008454,937603742.01335,1028401483.14292,1132296737.32874,1222887085.35114,1333443067.95982,1440226667.9615,1547199751.06653,1647578957.15227,1754885790.56959,1873039355.93792,1995051104.90467,2109157571.16262
364014741.551825,424682018.269311,481251366.504093,562795084.767365,636511972.006471,716157923.788668,802920265.161726,881599164.886364,967134091.173462,1056666319.05117,1161026943.76807,1243983767.98963,1354718246.05178,1455310467.55872,1563074001.9889,1660749389.56026,1778494041.74252,1898984563.6142,2016055583.15029,2136047583.86332
426680774.982574,496180046.34973,552814755.957626,640968561.71584,721912363.913989,804099802.367134,894047212.316385,976833596.812942,1070178414.42809,1160984053.9002,1283697960.88294,1381798618.29178,1502987988.47967,1613880130.53126,1727437855.12377,1838262174.76293,1956487745.86214,2081015573.81372,2224654239.97981,2339871674.0545
398751842.122099,461409139.091423,522620773.378009,601487006.702448,674179526.113044,759339712.145913,847029971.77973,933484253.92747,1028914031.98311,1126699467.99617,1233521582.15138,1330292321.04761,1447019406.02592,1559503806.16733,1675294966.8975,1785750386.11103,1905192264.39105,2026262789.71214,2166268072.39633,2276786658.46381
370793559.970118,433058218.281818,490197813.88844,566418853.805099,636450188.614418,715438754.240936,804244526.660145,884400126.523302,977152645.788039,1058308174.87278,1159197873.83177,1243972953.09087,1362016050.71162,1464854016.60036,1573660642.08023,1674594886.3947,1776673277.98237,1895474183.04752,2013097912.28405,2129929592.87376
341878880.823028,403063598.781486,458728146.995625,536649202.795518,606679754.657566,683345181.99365,765856959.10232,847202028.864739,937241918.471558,1027046929.01999,1128990787.30995,1216111412.34038,1329132024.45305,1435299913.92705,1540789142.5061,1637814057.79104,1753949052.27264,1871145986.32716,1989784612.09194,2095603041.21652
397194891.058946,460544057.420515,517832044.633366,600141893.582463,675922061.989466,756247540.285065,841807807.772124,929919378.072873,1021431081.47794,1118578444.24418,1228468741.76859,1319540158.98106,1438251056.29975,1548350598.04259,1660105315.17142,1766155188.13953,1885060613.42649,2012310704.57691,2148818455.20536,2266450231.65198
352965275.853137,415703581.332709,473033083.251975,553327301.263907,626126229.200585,703170040.469022,789310958.00591,868075190.115522,959771005.56033,1049440887.04332,1159772758.1985,1248101768.05902,1356517814.64579,1463130825.53884,1572904497.38557,1681002682.53804,1790680907.38702,1912684099.87782,2036830424.46003,2152346674.31247
342356489.811798,403138189.366524,459856836.190088,540019715.753102,612843511.109215,692792115.830737,774833430.245989,855004067.11874,943219390.770642,1032487633.48936,1135408224.40699,1221626775.41105,1334067995.92594,1435555928.81914,1542142191.07166,1641196972.26985,1757760349.21399,1883888502.63881,2006616184.81184,2116883860.37604
372221894.415091,435689929.521176,491668643.992797,570021479.130042,645938405.606098,726336239.40167,811762112.839909,896494169.163177,984733392.054367,1075835349.90101,1179574549.39537,1270920347.96849,1377553227.72283,1487929075.08072,1601818677.35593,1712026965.41721,1830017195.07317,1951716787.65204,2075926126.36347,2191070824.13156
